location,placeSep,lng,lat,fixedP
Mexico,Mexico,-102.552784,23.634501,After the shattering experience of the storm$ Columbus$ although he did not return to San Domingo$ remained for some time on the coast of Espanola repairing his ships and resting his exhausted crews. There were threatenings of another storm which delayed them still further$ and it was not until the middle of July that the Admiral was able to depart on the real purpose of his voyage. His object was to strike the mainland far to the westward of the Gulf of Paria$ and so by following it back eastward to find the passage which he believed to exist. But the winds and currents were very baffling; he was four days out of sight of land after touching at an island north of Jamaica; and finally$ in some bewilderment$ he altered his course more and more northerly until he found his whereabouts by coming in sight of the archipelago off the south-western end of Cuba which he had called the Gardens. From here he took a departure south-west$ and on the 30th of July came in sight of a small island off the northern coast of Honduras which he called Isla de Pinos$ and from which he could see the hills of the mainland. At this island he found a canoe of immense size with a sort of house or caboose built amidships$ in which was established a cacique with his family and dependents; and the people in the canoe showed signs of more advanced civilisation than any seen by Columbus before in these waters. They wore clothing$ they had copper hatchets$ and bells$ and palm-wood swords in the edges of which were set sharp blades of flint. They had a fermented liquor$ a kind of maize beer which looked like English ale; they had some kind of money or medium of exchange also$ and they told the Admiral that there was land to the west where all these things existed and many more. It is strange and almost inexplicable that he did not follow this trail to the westward; if he had done so he would have discovered Mexico. But one thing at a time always occupied him to the exclusion of everything else; his thoughts were now turned to the eastward$ where he supposed the Straits were; and the significance of this canoe full of natives was lost upon him.
LA,Los Angeles $ United States,-118.2436849,34.0522342,CHAPTER X. OUR LADY OF LA RABIDA
Brandan,Brandan $ Norway,10.0025638,63.112984,It is another illustration of the way in which discovery and imagination had hitherto gone by steps and not by flights$ that geographical knowledge reached the islands of the Atlantic (none of which were at a very great distance from the coast of Europe or from each other) at a comparatively early date$ and stopped there until in Columbus there was found a man with faith strong enough to make the long flight beyond them to the unknown West. And yet the philosophers$ and later the cartographers$ true to their instinct for this pedestrian kind of imagination$ put mythical lands and islands to the westward of the known islands as though they were really trying to make a way$ to sink stepping stones into the deep sea that would lead their thoughts across the unknown space. In the Catalan map of the world$ which was the standard example of cosmography in the early days of Columbus$ most of these mythical islands are marked. There was the island of Antilia$ which was placed in 25 deg. 35 W.$ and was said to have been discovered by Don Roderick$ the last of the Gothic kings of Spain$ who fled there after his defeat by the Moors. There was the island of the Seven Cities$ which is sometimes identified with this Antilia$ and was the object of a persistent belief or superstition on the part of the inhabitants of the Canary Islands. They saw$ or thought they saw$ about ninety leagues to the westward$ an island with high peaks and deep valleys. The vision was intermittent; it was only seen in very clear weather$ on some of those pure$ serene days of the tropics when in the clear atmosphere distant objects appear to be close at hand. In cloudy$ and often in clear weather also$ it was not to be seen at all; but the inhabitants of the Canaries$ who always saw it in the same place$ were so convinced of its reality that they petitioned the King of Portugal to allow them to go and take possession of it; and several expeditions were in fact despatched$ but none ever came up with that fairy land. It was called the island of the Seven Cities from a legend of seven bishops who had fled from Spain at the time of the Moorish conquest$ and$ landing upon this island$ had founded there seven splendid cities. There was the island of St. Brandan$ called after the Saint who set out from Ireland in the sixth century in search of an island which always receded before his ships; this island was placed several hundred miles to the west of the Canaries on maps and charts through out the fifteenth and sixteenth centuries. There was the island of Brazil$ to the west of Cape St. Vincent; the islands of Royllo$ San Giorgio$ and Isola di Mam; but they were all islands of dreams$ seen by the eyes of many mariners in that imaginative time$ but never trodden by any foot of man. To Columbus$ however$ and the mariners of his day$ they were all real places$ which a man might reach by special good fortune or heroism$ but which$ all things considered$ it was not quite worth the while of any man to attempt to reach. They have all disappeared from our charts$ like the Atlantis of Plato$ that was once charted to the westward of the Straits of Gibraltar$ and of which the Canaries were believed to be the last peaks unsubmerged.
Middle,Altoona $ United States,-95.6613696,37.5239434,The world that Columbus had heard about as being within the knowledge of men extended on the north to Iceland and Scandinavia$ on the south to a cape one hundred miles south of the Equator$ and to the east as far as China and Japan. North and South were not important to the spirit of that time; it was East and West that men thought of when they thought of the expansion and the discovery of the world. And although they admitted that the earth was a sphere$ I think it likely that they imagined (although the imagination was contrary to their knowledge) that the line of West and East was far longer$ and full of vaster possibilities$ than that of North and South. North was familiar ground to themone voyage to England$ another to Iceland$ another to Scandinavia; there was nothing impossible about that. Southward was another matter; but even here there was no ambition to discover the limit of the world. It is an error continually made by the biographers of Columbus that the purpose of Prince Henrys explorations down the coast of Africa was to find a sea road to the West Indies by way of the East. It was nothing of the kind. There was no idea in the minds of the Portuguese of the land which Columbus discovered$ and which we now know as the West Indies. Mr. Vignaud contends that the confusion arose from the very loose way in which the term India was applied in the Middle Ages. Several Indias were recognised. There was an India beyond the Ganges; a Middle India between the Ganges and the Indus; and a Lesser India$ in which were included Arabia$ Abyssinia$ and the countries about the Red Sea. These divisions were$ however$ quite vague$ and varied in different periods. In the time of Columbus the word India meant the kingdom of Prester John$ that fabulous monarch who had been the subject of persistent legends since the twelfth century; and it was this India to which the Portuguese sought a sea road. They had no idea of a barrier cape far to the south$ the doubling of which would open a road for them to the west; nor were they$ as Mr. Vignaud believes$ trying to open a route for the spice trade with the Orient. They had no great spice trade$ and did not seek more; what they did seek was an extension of their ordinary trade with Guinea and the African coast. To the maritime world of the fifteenth century$ then$ the South as a geographical region and as a possible point of discovery had no attractions.
Rome,Rome $ Italy,12.4963655,41.9027835, In the month of May the Admiral was well enough at last to undertake the journey to Segovia. He travelled on a mule$ and was accompanied by his brother Bartholomew and his son Ferdinand. When he reached the Court he found the King civil and outwardly attentive to his recitals$ but apparently content with a show of civility and outward attention. Columbus was becoming really a nuisance; that is the melancholy truth. The King had his own affairs to attend to; he was already meditating a second marriage$ and thinking of the young bride he was to bring home to the vacant place of Isabella; and the very iteration of Columbuss complaints and demands had made them lose all significance for the King. He waved them aside with polite and empty promises$ as people do the demands of importunate children; and finally$ to appease the Admiral and to get rid of the intolerable nuisance of his applications$ he referred the whole question$ first to Archbishop DEA$ and then to the body of councillors which had been appointed to interpret Queen Isabellas will. The whole question at issue was whether or not the original agreement with Columbus$ which had been made before his discoveries$ should be carried out. The King$ who had foolishly subscribed to it simply as a matter of form$ never believing that anything much could come of it$ was determined that it should not be carried out$ as it would give Columbus a wealth and power to which no mere subject of a crown was entitled. The Admiral held fast to his privileges; the only thing that he would consent to submit to arbitration was the question of his revenues; but his titles and territorial authorities he absolutely stuck to. Of course the council did exactly what the King had done. They talked about the thing a great deal$ but they did nothing. Columbus was an invalid and broken man$ who might die any day$ and it was obviously to their interest to gain time by discussion and delaya cruel game for our Christopher$ who knew his days on earth to be numbered$ and who struggled in that web of time in which mortals try to hurry the events of the present and delay the events of the future. Meanwhile Philip of Austria and his wife Juana$ Isabellas daughter$ had arrived from Flanders to assume the crown of Castile$ which Isabella had bequeathed to them. Columbus saw a chance for himself in this coming change$ and he sent Bartholomew as an envoy to greet the new Sovereigns$ and to enlist their services on the Admirals behalf. Bartholomew was very well received$ but he was too late to be of use to the Admiral$ whom he never saw again; and this is our farewell to Bartholomew$ who passes out of our narrative here. He went to Rome after Christophers death on a mission to the Pope concerning some fresh voyages of discovery; and in 1508 he made$ so far as we know$ his one excursion into romance$ when he assisted at the production of an illegitimate little girlhis only descendant. He returned to Espanola under the governorship of his nephew Diego$ and died there in 1514stern$ valiant$ brotherly soul$ whose devotion to Christopher must be for ever remembered and honoured with the name of the Admiral.
Colombo,Colombo $ Sri Lanka,79.861243,6.9270786,He had been at sea for ten or eleven years$ making voyages to and from Genoa$ with an occasional spell ashore and plunge into the paternal affairs$ when in the year 1476 he found himself on board a Genoese vessel which formed one of a convoy going$ to Lisbon. This convoy was attacked off Cape St. Vincent by Colombo$ or Colomb$ the famous French corsair$ of whom Christopher himself has quite falsely been called a relative. Only two of the Genoese vessels escaped$ and one of these two was the ship which carried Columbus. It arrived at Lisbon$ where Columbus went ashore and took up his abode.
Greece,Greece,21.824312,39.074208,In conclusion$ referring only to what has been effected by this voyage$ which was made with so much haste$ Your Highnesses may see that I shall find as much gold as desired with the very little assistance afforded to me; there is as much spice and cotton as can be wished for$ and also gum$ which hitherto has only been found in Greece$ in the island of Chios$ and they may sell it as they please$ and the mastich$ as much as may be desired$ and slaves$ also$ who will be idolators. And I believe that I have rhubarb$ and cinnamon$ and a thousand other things I shall find$ which will be discovered by those whom I have left behind$ for I did not stop at any cape when the wind enabled me to navigate$ except at the town of Navidad$ where I was very safe and well taken care of. And in truth much more I should have done if the ships had served me as might have been expected. This is certain$ that the Eternal God our Lord gives all things to those who obey Him$ and the victory when it seems impossible$ and this$ evidently$ is an instance of it$ for although people have talked of these lands$ all was conjecture unless proved by seeing them$ for the greater part listened and judged more by hearsay than by anything else.
Jerusalem,Jerusalem $ Israel,35.21371,31.768319,The afternoon was spent in deciding on a site for the fortress which was to be constructed; and Columbus had no difficulty in finding volunteers among the crews to remain in the settlement. He promised to leave with them provisions of bread and wine for a year$ a ships boat$ seeds for sowing crops$ and a carpenter$ a caulker$ a gunner$ and a cooper. Before the day was out he was already figuring up the profit that would arise out of his misfortune of the day before; and he decided that it was the act of God which had cast his ship away in order that this settlement should be founded. He hoped that the settlers would have a ton of gold ready for him when he came back from Castile$ so that$ as he had said in the glittering camp of Santa Fe$ where perhaps no one paid very much heed to him$ there might be such a profit as would provide for the conquest of Jerusalem and the recovery of the Holy Sepulchre. After all$ if he was greedy for gold$ he had a pious purpose for its employment.
Norwich,Northfield $ United States,-72.6612317,44.13900539999999,We must think of him$ then$ at school in Genoa$ grinding out the tasks that are the common heritage of all small boys; working a little at the weaving$ interestedly enough at first$ no doubt$ while the importance of having a loom appealed to him$ but also no doubt rapidly cooling off in his enthusiasm as the pastime became a task$ and the restriction of indoor life began to be felt. For if ever there was a little boy who loved to idle about the wharves and docks$ here was that little boy. It was here$ while he wandered about the crowded quays and listened to the medley of talk among the foreign sailors$ and looked beyond the masts of the ships into the blue distance of the sea$ that the desire to wander and go abroad upon the face of the waters must first have stirred in his heart. The wharves of Genoa in those days combined in themselves all the richness of romance and adventure$ buccaneering$ trading$ and treasure-snatching$ that has ever crowded the pages of romance. There were galleys and caravels$ barques and feluccas$ pinnaces and caraccas. There were slaves in the galleys$ and bowmen to keep the slaves in subjection. There were dark-bearded Spaniards$ fair-haired Englishmen; there were Greeks$ and Indians$ and Portuguese. The bales of goods on the harbour-side were eloquent of distant lands$ and furnished object lessons in the only geography that young Christopher was likely to be learning. There was cotton from Egypt$ and tin and lead from Southampton. There were butts of Malmsey from Candia; aloes and cassia and spices from Socotra; rhubarb from Persia; silk from India; wool from Damascus$ raw wool also from Calais and Norwich. No wonder if the little house in the Vico Dritto di Ponticello became too narrow for the boy; and no wonder that at the age of fourteen he was able to have his way$ and go to sea. One can imagine him gradually acquiring an influence over his father$ Domenico$ as his will grew stronger and firmerhe with one grand object in life$ Domenico with none; he with a single clear purpose$ and Domenico with innumerable cloudy ones. And so$ on some day in the distant past$ there were farewells and anxious hearts in the weavers house$ and Christopher$ member of the crew of some trading caravel or felucca$ a diminishing object to the wet eyes of his mother$ sailed away$ and faded into the blue distance.
Gibralter,Gibraltar,-5.353585,36.140751,I have already said that I went 107 leagues along the coast of Juana$ from east to west. Thus$ according to my track$ it is larger than England and Scotland together$ for$ besides these 107 leagues$ there were further west two provinces to which I did not go$ one of which is called Cibau$ the people of which are born with tails; which provinces must be about fifty or sixty leagues long$ according to what I can make out from the Indians I have with me$ who know all the islands. The other island (Espanola) is larger in circuit than the whole of Spain$ from the Straits of Gibralter (the Columns) to Fuentarabia in Biscay$ as I sailed 138 long leagues in a direct line from west to east. Once known it must be desired$ and once seen one desires never to leave it; and which$ being taken possession of for their Highnesses$ and the people being at present in a condition lower than I can possibly describe$ the Sovereigns of Castile may dispose of it in any manner they please in the most convenient places. In this Espanola$ and in the best district$ where are gold mines$ and$ on the other side$ from thence to terra firma$ as well as from thence to the Great Khan$ where everything is on a splendid scaleI have taken possession of a large town$ to which I gave the name of La Navidad$ and have built a fort in it$ in every respect complete. And I have left sufficient people in it to take care of it$ with artillery and provisions for more than a year; also a boat and coxswain with the equipments$ in complete friendship with the King of the islands$ to that degree that he delighted to call me and look on me as his brother. And should they fall out with these people$ neither he nor his subjects know anything of weapons$ and go naked$ as I have said$ and they are the most timorous people in the world. The few people left there are sufficient to conquer the country$ and the island would thus remain without danger to them$ they keeping order among themselves.
Winchelsea,Winchelsea $ United Kingdom,0.7095541,50.92497210000001,Three vessels were at last secured. The first$ named the Santa Maria$ was the largest$ and was chosen to be the flagship of Columbus. She was of about one hundred tons burden$ and would be about ninety feet in length by twenty feet beam. She was decked over$ and had a high poop astern and a high forecastle in the bows. She had three masts$ two of them square-rigged$ with a latine sail on the mizzen mast; and she carried a crew of fifty-two persons. Where and how they all stowed themselves away is a matter upon which we can only make wondering guesses; for this ship was about the size of an ordinary small coasting schooner$ such as is worked about the coasts of these islands with a crew of six or eight men. The next largest ship was the Pinta$ which was commanded by Martin Alonso Pinzon$ who took his brother Francisco with him as sailing-master. The Pinta was of fifty tons burden$ decked only at the bow and stern$ and the fastest of the three ships; she also had three masts. The third ship was a caravel of forty tons and called the Nina; she belonged to Juan Nino of Palos. She was commanded by Vincenti Pinzon$ and had a complement of eighteen men. Among the crew of the flagship$ whose names and places of residence are to be found in the Appendix$ were an Englishman and an Irishman. The Englishman is entered as Tallarte de Lajes (Ingles)$ who has been ingeniously identified with a possible Allard or AEthelwald of Winchelsea$ there having been several generations of Allards who were sailors of Winchelsea in the fifteenth century. Sir Clements Markham thinks that this Allard may have been trading to Coruna and have married and settled down at Lajes. There is also Guillermo Ires$ an Irishman from Galway.
Domenico,Cranberry Township $ United States,-80.1040223,40.7015724,And besides the weaving of wool and pouring of wine and buying and selling of land$ there were more human occupations$ which Domenico was not the man to neglect. He had married$ about the year 1450$ one Susanna$ a daughter of Giacomo of Fontana-Rossa$ a silk weaver who lived in the hamlet near to Terra-Rossa. Domenicos father was of the more consequence of the two$ for he had$ as well as his home in the valley$ a house at Quinto$ where he probably kept a felucca for purposes of trade with Alexandria and the Islands. Perhaps the young people were married at Quinto$ but if so they did not live there long$ moving soon into Genoa$ where Domenico could more conveniently work at his trade. The wool-weavers at that time lived in a quarter outside the old city walls$ between them and the outer borders of the city$ which is now occupied by the park and public gardens. Here they had their dwellings and workshops$ their schools and institutions$ receiving every protection and encouragement from the Signoria$ who recognised the importance of the wool trade and its allied industries to Genoa. Cloth-weavers$ blanket-makers$ silk-weavers$ and velvet-makers all lived in this quarter$ and held their houses under the neighbouring abbey of San Stefano. There are two houses mentioned in documents which seem to have been in the possession of Domenico at different times. One was in the suburbs outside the Olive Gate; the other was farther in$ by St. Andrews Gate$ and quite near to the sea. The house outside the Olive Gate has disappeared; and it was probably here that our Christopher first saw the light$ and pleased Domenicos heart with his little cries and struggles. Neither the day nor even the year is certainly known$ but there is most reason to believe that it was in the year 1451. They must have moved soon afterwards to the house in the Vico Dritto di Ponticello$ No. 37$ in which most of Christophers childhood was certainly passed. This is a house close to St. Andrews Gate$ which gate still stands in a beautiful and ruinous condition.
Gomera,La Gomera$ Santa Cruz de Tenerife$ Spain,-17.2193578,28.1033035,Columbus was at sea again; firm ground to him$ although so treacherous and unstable to most of us; and as he saw the Spanish coast sinking down on the horizon he could shake himself free from his troubles$ and feel that once more he was in a situation of which he was master. He first touched at Porto Santo$ where$ if the story of his residence there be true$ there must have been potent memories for him in the sight of the long white beach and the plantations$ with the Governors house beyond. He stayed there only a few hours and then crossed over to Madeira$ anchoring in the Bay of Funchal$ where he took in wood and water. As it was really unnecessary for him to make a port so soon after leaving$ there was probably some other reason for his visit to these islands; perhaps a family reason; perhaps nothing more historically important than the desire to look once more on scenes of bygone happiness$ for even on the page of history every event is not necessarily big with significance. From Madeira he took a southerly course to the Canary Islands$ and on June 16th anchored at Gomera$ where he found a French warship with two Spanish prizes$ all of which put to sea as the Admirals fleet approached. On June 21st$ when he sailed from Gomera$ he divided his fleet of six vessels into two squadrons. Three ships were despatched direct to Espanola$ for the supplies which they carried were urgently needed there. These three ships were commanded by trustworthy men: Pedro de Arana$ a brother of Beatriz$ Alonso Sanchez de Carvajal$ and Juan Antonio Colombothis last no other than a cousin of Christophers from Genoa. The sons of Domenicos provident younger brother had not prospered$ while the sons of improvident Domenico were now all in high places; and these three poor cousins$ hearing of Christophers greatness$ and deciding that use should be made of him$ scraped together enough money to send one of their number to Spain. The Admiral always had a sound family feeling$ and finding that cousin Antonio had sea experience and knew how to handle a ship he gave him command of one of the caravels on this voyagea command of which he proved capable and worthy. From these three captains$ after giving them full sailing directions for reaching Espanola$ Columbus parted company off the island of Ferro. He himself stood on a southerly course towards the Cape Verde Islands.
PORTUGAL,Portugal,-8.224454,39.39987199999999,CHAPTER VI. IN PORTUGAL
Moclin,Moclín $ Spain,-3.7860562,37.3403656,It was not the happiest moment$ indeed$ in which to talk of ships and charts$ and lonely sea-roads$ and faraway undiscovered shores. Things at home were very real and lively in those spring days at Cordova. The war against the Moors had reached a critical stage; King Ferdinand was away laying siege to the city of Loxa$ and though the Queen was at Cordova she was entirely occupied with the business of collecting and forwarding troops and supplies to his aid. The streets were full of soldiers; nobles and grandees from all over the country were arriving daily with their retinues; glitter and splendour$ and the pomp of warlike preparation$ filled the city. Early in June the Queen herself went to the front and joined her husband in the siege of Moclin; and when this was victoriously ended$ and they had returned in triumph to Cordova$ they had to set out again for Gallicia to suppress a rebellion there. When that was over they did not come back to Cordova at all$ but repaired at once to Salamanca to spend the winter there.
Hojeda,Sevilla $ Spain,-5.9611144,37.384549,This Adrian$ as it appears$ had sent Don Ferdinand to Xaragua to collect some of his followers$ and there a dispute arose with the Alcalde from which a deadly contest ensued$ and he [Adrian] did not effect his purpose. The Alcalde seized him and a part of his band$ and the fact was that he would have executed them if I had not prevented it; they were kept prisoners awaiting a caravel in which they might depart. The news of Hojeda which I told them made them lose the hope that he would now come again.
Lorenzo,Irvine $ United States,-117.8198472,33.67712470000001,Late on Thursday night$ when he anchored again in the harbour of San Lorenzo at Santa Maria$ a man hailed them from the rocks$ and asked them not to go away. Presently a boat containing five sailors$ two priests$ and a notary put off from the beach; and they asked for a guarantee of security in order that they might treat with the Admiral. They slept on board that night$ and in the morning asked him to show them his authority from the Spanish Sovereigns$ which the Admiral did$ understanding that they had asked for this formality in order to save their dignity. He showed them his general letter from the King and Queen of Spain$ addressed to Princes and Lords of High Degree; and being satisfied with this they went ashore and released the Admirals people$ from whom he learned that what had been done had been done by command of the King of Portugal$ and that he had issued an order to the Governors of all the Portuguese islands that if Columbus landed there on his way home he was to be taken prisoner.
Dixon,Dixon $ United States,-121.8232958,38.4454641,There are no paths or footprints left in the sea$ and the water furrowed on that morning more than four hundred years ago by the keels of Columbuss little fleet is as smooth and trackless as it was before they clove it. Yet if you approach Guanahani from the east during the hours of darkness you also will see a light that waxes and wanes on the horizon. What the light was that Columbus saw is not certain; it was probably the light from a torch held by some native woman from the door of her hut; but the light that you will see is from the lighthouse on Dixon Hill$ where a tower of coral holds a lamp one hundred and sixty feet above the sea at the north-east point of the island. It was erected in no sentimental spirit$ but for very practical purposes$ and at a date when Watlings Island had not been identified with the Guanahani of Columbuss landfall; and yet of all the monuments that have been raised to him I can think of nothing more appropriate than this lonely tower that stands by day amid the bright sunshine in the track of the trade wind$ and by night throws its powerful double flash every half-minute across the dark lonely sea. For it was by a light$ although not of mans kindling$ that Columbus was guided upon his lonely voyage and through his many difficulties; amid all his trials and disappointments$ dimly as it must have burned sometimes$ it never quite went out. Darkness was the name of the sea across which he took his way; darkness$ from his religious point of view$ was the state of the lands to which he journeyed; and$ whatever its subsequent worth may have been$ it was a burning fragment from the living torch of the Christian religion that he carried across the world with him$ and by which he sought to kindle the fire of faith in the lands of his discovery. So that there is a profound symbolism in those raying beams that now$ night after night$ month by month$ and year after year$ shine out across the sea from Watlings Island in the direction of the Old World.
Greenwich,Greenwich$ London SE10 9NN$ UK,-0.0076589,51.48257659999999,The second voyage of Columbus$ profoundly interesting as it must have been to him and to the numerous company to whom these waters were a strange and new region$ has not the romantic interest for us that his first voyage had. To the faith that guided him on his first venture knowledge and certainty had now been added; he was going by a familiar road; for to the mariner a road that he has once followed is a road that he knows. As a matter of fact$ however$ this second voyage was a far greater test of Columbuss skill as a navigator than the first voyage had been. If his navigation had been more haphazard he might never have found again the islands of his first discovery; and the fact that he made a landfall exactly where he wished to make it shows a high degree of exactness in his method of ascertaining latitude$ and is another instance of his skill in estimating his dead-reckoning. If he had been equipped with a modern quadrant and Greenwich chronometers he could not have made a quicker voyage nor a more exact landfall.
Zaragoza,Zaragoza $ Spain,-0.8890853,41.6488226,Thus passed the summer and autumn of 1487; precious months$ precious years slipping by$ and the great purpose as yet unfulfilled and seemingly no nearer to fulfilment. It is likely that Columbus kept up his applications to the Court$ and received polite and delaying replies. The next year came$ and the Court migrated from Zaragoza to Murcia$ from Murcia to Valladolid$ from Valladolid to Medina del Campo. Columbus attended it in one or other of these places$ but without result. In August Beatriz gave birth to a son$ who was christened Ferdinand$ and who lived to be a great comfort to his father$ if not to her also. But the miracle of paternity was not now so new and wonderful as it had been; the battle of life$ with its crosses and difficulties$ was thick about him; and perhaps he looked into this new-comers small face with conflicting thoughts$ and memories of the long white beach and the crashing surf at Porto Santo$ and regret for things lostso strangely mingled and inconsistent are the threads of human thought. At last he decided to turn his face elsewhere. In September 1488 he went to Lisbon$ for what purpose it is not certain; possibly in connection with the affairs of his dead wife; and probably also in the expectation of seeing his brother Bartholomew$ to whom we may now turn our attention for a moment.
Cotabanama,Higüey $ Dominican Republic,-68.7120465,18.6065151,The fifth chief$ Cotabanama$ Lord of the province of Higua$ made the last stand against Ovando in defence of the native right to existence$ and was only defeated after severe battles and dreadful slaughters. His territory was among the mountains$ and his last insurrection was caused$ as so many others had been$ by the intolerable conduct of the Spaniards towards the wives and daughters of the Indians. Collecting all his warriors$ Cotabanama attacked the Spanish posts in his neighbourhood. At every engagement his troops were defeated and dispersed$ but only to collect again$ fight again with even greater fury$ be defeated and dispersed again$ and rally again against the Spaniards. They literally fought to the death. After every battle the Spaniards made a massacre of all the natives they could find$ old men$ children$ and pregnant women being alike put to the sword or burned in their houses. When their companions fell beside them$ instead of being frightened they became more furious; and when they were wounded they would pluck the arrows out of their bodies and hurl them back at the Spaniards$ falling dead in the very act. After one such severe defeat and massacre the natives scattered for many months$ hiding among the mountains and trying to collect and succour their decimated families; but the Spaniards$ who with their dogs grew skilful at tracking the Indians and found it pleasant sport$ came upon them in the places of refuge where little groups of them were sheltering their women and children$ and there slowly and cruelly slaughtered them$ often with the addition of tortures and torments in order to induce them to reveal the whereabouts of other bands. When it was possible the Spaniards sometimes hanged thirteen of them in a row in commemoration of their Blessed Saviour and the Twelve Apostles; and while they were hanging$ and before they had quite died$ they would hack at them with their swords in order to test the edge of the steel. At the last stand$ when the fierceness and bitterness of the contest rose to a height on both sides$ Cotabanama was captured and a plan made to broil him slowly to death; but for some reason this plan was not carried out$ and the brave chief was taken to San Domingo and publicly hanged like a thief.
Paraiso,La Mirada $ United States,-118.035705,33.916453,On the Friday a messenger came from the King in the person of Don Martin de Noronha$ a relative of Columbus by marriage$ and one who had perhaps looked down upon him in the days when he attended the convent chapel at Lisbon$ but who was now the bearer of a royal invitation and in the position of a mere envoy. Columbus repaired to Paraiso where the King was$ and where he was received with great honour.
Verde,Irving $ United States,-96.9374443,32.9018662,He stayed for about a week at the Cape Verde Islands$ getting in provisions and cattle$ and curiously observing the life of the Portuguese lepers who came in numbers to the island of Buenavista to be cured there by eating the flesh and bathing in the blood of turtles. It was not an inspiriting week which he spent in that dreary place and enervating climate$ with nothing to see but the goats feeding among the scrub$ the turtles crawling about the sand$ and the lepers following the turtles. It began to tell on the health of the crew$ so he weighed anchor on July 5th and stood on a southwesterly course.
Duomo,Firenze $ Italy,11.2559602,43.773145,Here$ then$ between the narrow little house by the Gate and the clamour and business of the sea-front$ our Christophers feet carried him daily during some part of his childish life. What else he did$ what he thought and felt$ what little reflections he had$ are but matters of conjecture. Genoa will tell you nothing more. You may walk over the very spot where he was born; you may unconsciously tread in the track of his vanished feet; you may wander about the wharves of the city$ and see the ships loading and unloadingdifferent ships$ but still trafficking in commodities not greatly different from those of his day; you may climb the heights behind Genoa$ and look out upon the great curving Gulf from Porto Fino to where the Cape of the western Riviera dips into the sea; you may walk along the coast to Savona$ where Domenico had one of his many habitations$ where he kept the tavern$ and whither Christophers young feet must also have walked; and you may come back and search again in the harbour$ from the old Mole and the Bank of St. George to where the port and quays stretch away to the medley of sailing-ships and steamers; but you will not find any sign or trace of Christopher. No echo of the little voice that shrilled in the narrow street sounds in the Vico Dritto; the houses stand gaunt and straight$ with a brilliant strip of blue sky between their roofs and the cool street beneath; but they give you nothing of what you seek. If you see a little figure running towards you in a blue smock$ the head fair-haired$ the face blue-eyed and a little freckled with the strong sunshine$ it is not a real figure; it is a child of your dreams and a ghost of the past. You may chase him while he runs about the wharves and stumbles over the ropes$ but you will never catch him. He runs before you$ zigzagging over the cobbles$ up the sunny street$ into the narrow house; out again$ running now towards the Duomo$ hiding in the porch of San Stefano$ where the weavers held their meetings; back again along the wharves; surely he is hiding behind that mooring-post! But you look$ and he is not therenothing but the old harbour dust that the wind stirs into a little eddy while you look. For he belongs not to you or me$ this child; he is not yet enslaved to the great purpose$ not yet caught up into the machinery of life. His eye has not yet caught the fire of the sun setting on a western sea; he is still free and happy$ and belongs only to those who love him. Father and mother$ brothers Bartolomeo and Giacomo$ sister Biancinetta$ aunts$ uncles$ and cousins possibly$ and possibly for a little while an old grandmother at Quintothese were the people to whom that child belonged. The little life of his first decade$ unviolated by documents or history$ lives happily in our dreams$ as blank as sunshine.
Olive,Daytona Beach $ United States,-81.0658369,29.1938295,In 1450 he bought a pleasant house at Quarto$ a village on the sea-shore about a mile to the west of Quinto and about five miles to the east of Genoa. It was probably a pure speculation$ as he immediately leased the house for two years$ and never lived in it himself$ although it was a pleasant place$ with an orchard of olives and figs and various other treesarboratum olivis ficubus et aliis diversis arboribus. His next recorded transaction is in 1466$ when he went security for a friend$ doubtless with disastrous results. In 1473 he sold the house at the Olive Gate$ that suburban dwelling where probably Christopher was born$ and in 1474 he invested the proceeds of that sale in a piece of land which I have referred to before$ situated in the suburbs of Savona$ with which were sold those agreeable and useless wine-vats. Domenico was living at Savona then$ and the property which he so fatuously acquired consisted of two large pieces of land on the Via Valcalda$ containing a few vines$ a plantation of fruit-trees$ and a large area of shrub and underwood. The price$ however$ was never paid in full$ and was the cause of a lawsuit which dragged on for forty years$ and was finally settled by Don Diego Columbus$ Christophers son$ who sent a special authority from Hispaniola.
World,Oklahoma City $ United States,-97.5644707,35.5278582,All his sins of misgovernment$ then$ may be condoned on the ground that governing is a science$ and that Columbus had never learned it. What we do find$ however$ is that the inner light that had led him across the seas never burned clearly for him again$ and was never his guide in the later part of his life. Its radiance was quenched by the gleam of gold; for there is no doubt that Columbus was a victim of that baleful influence which has caused so much misery in this world. He was greedy of gold for himself undoubtedly; but he was still more greedy of it for Spain. It was his ambition to be the means of filling the coffers of the Spanish Sovereigns and so acquiring immense dignity and glory for himself. He believed that gold was in itself a very precious and estimable thing; he knew that masses and candles could be bought for it$ and very real spiritual privileges; and as he made blunder after blunder$ and saw evil after evil heaping itself on his record in the New World$ he became the more eager and frantic to acquire such a treasure of gold that it would wipe out the other evils of his administration. And once involved in that circle$ there was no help for him.
